pool_id,chain,symbol,last_join_exit,earned_fees,total_distribtuion,fees_to_vebal,fees_to_dao,total_incentives,aura_incentives,bal_incentives,redirected_incentives,reroute_incentives
0xcd78a20c597e367a4e478a2411ceb790604d7c8f000000000000000000000c22,polygon,maticX-WMATIC-BPT,1728566129,4031.7270,7446.2974,2420.0466,1303.1020,3723.1487,2499.2493,1223.8994,165.9253,0
0xf0ad209e2e969eaaa8c882aac71f02d8a047d5c2000200000000000000000b49,polygon,ECLP-WMATIC-stMATIC,1728531629,188.0583,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-165.9253,0
0x1e19cf2d73a72ef1332c882f20534b6519be0276000200000000000000000112,mainnet,B-rETH-STABLE,1728547763,13631.4415,33617.9862,10925.8455,5883.1476,16808.9931,0.0000,16808.9931,124.9174,0
0x93d199263632a4ef4bb438f1feb99e57b4b5f0bd0000000000000000000005c2,mainnet,wstETH-WETH-BPT,1728541043,12424.7755,30642.0955,9958.6810,5362.3667,15321.0478,10876.2154,4444.8323,113.8596,0
0x36be1e97ea98ab43b4debf92742517266f5731a3000200000000000000000466,mainnet,50wstETH-50ACX,1728254219,11063.1570,27284.0595,8867.3193,4774.7104,13642.0298,9749.1360,3892.8938,101.3819,0
0x596192bb6e41802428ac943d2f1476c1af25cc0e000000000000000000000659,mainnet,ezETH-WETH-BPT,1728495983,9168.7264,22611.9973,7348.8991,3957.0995,11305.9986,8181.0213,3124.9774,84.0215,0
0x05ff47afada98a98982113758878f9a8b9fdda0a000000000000000000000645,mainnet,weETH/rETH,1728539603,5985.8578,14762.3774,4797.7727,2583.4161,7381.1887,5546.4022,1834.7865,54.8539,0
0x848a5564158d84b8a8fb68ab5d004fae11619a5400000000000000000000066a,mainnet,weETH/ezETH/rswETH,1728555515,4646.2521,11458.6296,3724.0546,2005.2602,5729.3148,4437.5438,1291.7710,42.5779,0
0x42ed016f826165c2e5976fe5bc3df540c5ad0af700000000000000000000058b,mainnet,wstETH-rETH-sfrxETH-BPT,1728447719,4592.4168,11325.8605,3680.9047,1982.0256,5662.9302,4392.9817,1269.9486,42.0845,0
0x63e0d47a6964ad1565345da9bfa66659f4983f02000000000000000000000681,mainnet,pufETH/wstETH,1728421475,3350.5280,8263.1030,2685.5085,1446.0430,4131.5515,3365.0084,766.5431,30.7040,0
0x9f9d900462492d4c21e9523ca95a7cd86142f298000200000000000000000462,mainnet,50rETH-50RPL,1728481463,3342.9665,8244.4548,2679.4478,1442.7796,4122.2274,3358.7494,763.4780,30.6347,0
0x8353157092ed8be69a9df8f95af097bbf33cb2af0000000000000000000005d9,mainnet,GHO/USDT/USDC,1728545315,3254.5657,8026.4398,2608.5929,1404.6270,4013.2199,3285.5756,727.6443,29.8246,0
0x3ff3a210e57cfe679d9ad1e9ba6453a716c56a2e0002000000000000000005d5,mainnet,STG/USDC,1728254087,2322.3381,5727.3716,1861.3958,1002.2900,2863.6858,2513.9244,349.7614,21.2817,0
0xf16aee6a71af1a9bc8f56975a4c2705ca7a782bc0002000000000000000004bb,mainnet,20WETH-80ALCX,1728254147,2154.5180,5313.4921,1726.8849,929.8611,2656.7460,2375.0113,281.7347,19.7438,0
0x7761b6e0daa04e70637d81f1da7d186c205c2ade00000000000000000000065d,mainnet,rsETH / ETHx,1728534863,1436.3893,3542.4365,1151.2918,619.9264,1771.2182,1771.2182,0.0000,13.1630,0
0xdfe6e7e18f6cc65fa13c8d8966013d4fda74b6ba000000000000000000000558,mainnet,ankrETH/wstETH,1728246911,1343.9145,3314.3743,1077.1716,580.0155,1657.1871,1657.1871,0.0000,12.3155,0
0xcf7b51ce5755513d4be016b0e28d6edeffa1d52a000200000000000000000617,mainnet,80RDNT-20wETH,1728550139,1297.2040,3199.1764,1039.7323,559.8559,1599.5882,1599.5882,0.0000,11.8875,0
0xf01b0684c98cd7ada480bfdf6e43876422fa1fc10002000000000000000005de,mainnet,ECLP-wstETH-wETH,1728290063,1187.2017,2927.8877,951.5635,512.3803,1463.9438,1463.9438,0.0000,10.8794,0
0x8d93b853849b9884e2bb413444ec23eb5366ee910002000000000000000006b3,mainnet,ECLP-sUSDe-GYD,1728490331,1052.7851,2596.3882,843.8262,454.3679,1298.1941,1298.1941,0.0000,9.6476,0
0x264062ca46a1322c2e6464471764089e01f22f1900000000000000000000066b,mainnet,sDOLA-DOLA BSP,1728433091,1011.9492,2495.6785,811.0955,436.7437,1247.8392,1247.8392,0.0000,9.2734,0
0x49cbd67651fbabce12d1df18499896ec87bef46f00000000000000000000064a,mainnet,sDAI/3Pool,1727679395,875.1635,2158.3362,701.4593,377.7088,1079.1681,1079.1681,0.0000,8.0199,0
0x1cce5169bde03f3d5ad0206f6bd057953539dae600020000000000000000062b,mainnet,ECLP-GYD-sDAI,1728384539,777.0216,1916.2978,622.7968,335.3521,958.1489,958.1489,0.0000,7.1206,0
0x740a691bd31c4176bcb6b8a7a40f1a723537d99d0000000000000000000006b6,mainnet,cdcETH/wstETH,1728397139,765.8778,1888.8149,613.8649,330.5426,944.4075,944.4075,0.0000,7.0184,0
0xdd59f89b5b07b7844d72996fc9d83d81acc8219600000000000000000000059e,mainnet,uniETH-WETH,1728366419,662.9580,1634.9931,531.3728,286.1238,817.4966,0.0000,817.4966,6.0753,0
0x4216d5900a6109bba48418b5e2ab6cc4e61cf4770000000000000000000006a1,mainnet,trenSTETH,1727518403,365.5727,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-447.4392,0
0xf7a826d47c8e02835d94fb0aa40f0cc9505cb1340002000000000000000005e0,mainnet,ECLP-wstETH-cbETH,1728354287,184.1857,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-225.4324,0
0xe7e2c68d3b13d905bbb636709cf4dfd21076b9d20000000000000000000005ca,mainnet,swETH-WETH-BPT,1727935139,66.1911,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-81.0140,0
0x41fdbea2e52790c0a1dc374f07b628741f2e062d0002000000000000000006be,mainnet,ECLP-stdeUSD-deUSD,1728516035,27.5842,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.7614,0
0xff42a9af956617e4c3532ef2fc7567465efe4909000200000000000000000672,mainnet,50KEP/50rsETH,1727409623,2.9733,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-3.6391,0
0x40c806394d03d350420d13cd7d1de1c806f349560000000000000000000005f5,mainnet,qETH/WETH,1720001555,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0x47a4f5440ab097cf3ec7abeedf1afecc5749a4e200000000000000000000068d,mainnet,aETH/wstETH,1725947075,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0xb3b675a9a3cb0df8f66caf08549371bfb76a9867000200000000000000000611,mainnet,ECLP-mevETH-wETH,1719912467,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0xb757ddbc72155c0a41058e148969ba29ba071a2e0000000000000000000006ce,mainnet,balETH/wstETH,1728547283,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0
0xb819feef8f0fcdc268afe14162983a69f6bf179e000000000000000000000689,mainnet,sUSDe/USDC,1727872535,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0
0xb91159aa527d4769cb9faf3e4adb760c7e8c8ea700000000000000000000067c,mainnet,ETHx/wstETH,1727933363,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0
0xbad20c15a773bf03ab973302f61fabcea5101f0a000000000000000000000034,gnosis,bb-WETH-wstETH,1728475285,0.0000,22003.9189,7151.2736,3850.6858,11001.9594,7385.3186,3616.6408,0.0000,0
0x0c659734f1eef9c63b7ebdf78a164cdd745586db000000000000000000000046,base,USDC/USDbC/axlUSDC,1728560191,9.8892,1544.0318,501.8104,270.2056,772.0159,0.0000,772.0159,0.0000,0
0xab99a3e856deb448ed99713dfce62f937e2d4d74000000000000000000000118,base,weETH/wETH,1728497991,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0
0xc771c1a5905420daec317b154eb13e4198ba97d0000000000000000000000023,base,rETH-WETH-BPT,1728572655,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0
0xc13546b97b9b1b15372368dc06529d7191081f5b00000000000000000000001d,avalanche,ggAVAX-WAVAX-BPT,1728336680,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-159.5811,0
0xfd2620c9cfcec7d152467633b3b0ca338d3d78cc00000000000000000000001c,avalanche,sAVAX-WAVAX-BPT,1728448273,0.0000,5214.7980,1694.8094,912.5897,2607.3990,1750.2766,857.1224,159.5811,0
0x32df62dc3aed2cd6224193052ce665dc181658410002000000000000000003bd,arbitrum,RDNT-WETH,1728572441,6412.5614,10788.9779,3506.4178,1888.0711,5394.4890,3871.4296,1523.0594,779.8465,0
0x7b54c44fbe6db6d97fd22b8756f89c0af16202cc00000000000000000000053c,arbitrum,ETHx/wstETH,1728566866,4548.0247,7651.9406,2486.8807,1339.0896,3825.9703,2818.5253,1007.4450,553.0959,0
0xcdcef9765d369954a4a936064535710f7235110a000200000000000000000558,arbitrum,ECLP-weETH-wstETH,1728570794,2672.7091,4496.7679,1461.4496,786.9344,2248.3839,1759.5341,488.8498,325.0344,0
0x2ce4457acac29da4736ae6f5cd9f583a6b335c270000000000000000000004dc,arbitrum,sFRAX/4POOL,1728479748,1711.7663,2880.0050,936.0016,504.0009,1440.0025,1216.8895,223.1130,208.1719,0
0x2d6ced12420a9af5a83765a8c48be2afcd1a8feb000000000000000000000500,arbitrum,cbETH/rETH/wstETH,1728470554,1549.3880,2606.8076,847.2125,456.1913,1303.4038,1125.1945,178.2093,188.4247,0
0x9f8ed1acfe0c863381b9081aff2144fc867aa7730002000000000000000004d4,arbitrum,ANKR:ankrETH,1727910783,1430.4992,2406.7800,782.2035,421.1865,1203.3900,1058.0579,145.3321,173.9663,0
0xd0ec47c54ca5e20aaae4616c25c825c7f48d40690000000000000000000004ef,arbitrum,rETH/wETH BPT,1728527830,1064.2921,1790.6454,581.9598,313.3630,895.3227,0.0000,895.3227,129.4310,0
0x7967fa58b9501600d96bd843173b9334983ee6e600020000000000000000056e,arbitrum,ECLP-wstETH-WETH,1728493885,850.1285,1430.3205,464.8542,250.3061,715.1603,0.0000,715.1603,103.3861,0
0x59743f1812bb85db83e9e4ee061d124aaa64290000000000000000000000052b,arbitrum,sUSDe/sFRAX,1728569971,744.5617,1252.7069,407.1297,219.2237,626.3534,0.0000,626.3534,90.5479,0
0x423a1323c871abc9d89eb06855bf5347048fc4a5000000000000000000000496,arbitrum,4POOL,1728551412,583.0239,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-419.5588,0
0x3fd4954a851ead144c2ff72b1f5a38ea5976bd54000000000000000000000480,arbitrum,ankrETH/wstETH-BPT,1728256066,564.9800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-406.5740,0
0x8d58755ca11d2c7273fed72aeb637e38a66c228c00000000000000000000058c,arbitrum,sUSX/USDC,1728545538,436.6198,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-314.2027,0
0x6e822c64c00393b2078f2a5bb75c575ab505b55c000200000000000000000548,arbitrum,ECLP-GYD-AUSDC,1728545596,372.7741,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-268.2578,0
0xdeeaf8b0a8cf26217261b813e085418c7dd8f1ee00020000000000000000058f,arbitrum,ECLP-sUSDe-GYD,1728564051,347.6033,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-250.1442,0
0x7272163a931dac5bbe1cb5fefaf959bb65f7346f000200000000000000000549,arbitrum,ECLP-GYD-AUSDT,1728557592,320.7182,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-230.7970,0
0xef0c116a2818a5b1a5d836a291856a321f43c2fb00020000000000000000053a,arbitrum,ECLP-WOETH-WETH,1728535253,269.6677,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-194.0598,0
0x125bc5a031b2db6733bfa35d914ffa428095978b000200000000000000000514,arbitrum,ECLP-AUSDC-AUSDT,1728555700,260.0587,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-187.1449,0
0xa899c63ba9ff275d6bfc83e43ee8e58ff6987584000200000000000000000594,arbitrum,ECLP-rETH-wstETH,1728418683,209.0852,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-150.4630,0
0xdfa752ca3ff49d4b6dbe08e2d5a111f51773d3950000000000000000000004e8,arbitrum,sFRAX/FRAX,1727631422,154.6915,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-111.3199,0
0x451b0afd69ace11ec0ac339033d54d2543b088a80000000000000000000004d5,arbitrum,plsRDNT-Stable,1728564190,16.8479,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.1242,0
0xff38cc0ce0de4476c5a3e78675b48420a851035b000200000000000000000593,arbitrum,ECLP-GHO-GYD-rh,1728526230,10.0863,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-7.2584,0
0x46472cba35e6800012aa9fcc7939ff07478c473e00020000000000000000056c,arbitrum,ECLP-GHO-AUSDC,1728572345,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0x90e6cb5249f5e1572afbf8a96d8a1ca6acffd73900000000000000000000055c,arbitrum,rsETH/wETH,1728564854,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0
0x9791d590788598535278552eecd4b211bfc790cb000000000000000000000498,arbitrum,wstETH-WETH-BPT,1728568859,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0
0xb61371ab661b1acec81c699854d2f911070c059e000000000000000000000516,arbitrum,ezETH/wstETH,1728563455,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0
0xc2598280bfea1fe18dfcabd21c7165c40c6859d30000000000000000000004f3,arbitrum,wstETH/sfrxETH,1728419666,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0
0xf13758d6edd1937dcb3f4fe75889b579d400299a000000000000000000000595,arbitrum,weETH/wETH,1727636884,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0
